joint_log_loss,multiclass_brier,weight_baseline,weight_rotation_risk,weight_rotation_structural,weight_weather
0.44342297432329053,0.2659132869989532,0.05,0.6,0.0,0.35
0.4433311552184302,0.2658598962228891,0.05,0.55,0.05,0.35
0.4432434239628264,0.26580797730516864,0.05,0.5,0.1,0.35
0.44315970505684316,0.26575753024579174,0.05,0.45,0.15,0.35
0.44307994626098635,0.26570855504475843,0.05,0.4,0.2,0.35
0.4430041145800797,0.2656610517020688,0.05,0.35,0.25,0.35
0.4429321937420797,0.2656150202177227,0.05,0.3,0.3,0.35
0.44286418272522365,0.26557046059172024,0.05,0.25,0.35,0.35
0.4428000950982321,0.2655273728240614,0.05,0.2,0.4,0.35
0.44273995907213437,0.2654857569147462,0.05,0.15,0.45,0.35
0.44268381826674197,0.26544561286377455,0.05,0.1,0.5,0.35
0.4426317333027681,0.26540694067114656,0.05,0.05,0.55,0.35
0.44258378447908503,0.26536974033686217,0.05,0.0,0.6,0.35
0.44344898315386466,0.26592595263269436,0.05,0.55,0.0,0.4
0.44335867356909303,0.2658730400582816,0.05,0.5,0.05,0.4
0.4432724448500221,0.26582159934221233,0.05,0.45,0.1,0.4
0.44319022913887607,0.26577163048448676,0.05,0.4,0.15,0.4
0.44311198119688544,0.2657231334851048,0.05,0.35,0.2,0.4
0.44303767479178346,0.2656761083440664,0.05,0.3,0.25,0.4
0.4429673005097136,0.2656305550613716,0.05,0.25,0.3,0.4
0.44290086459971323,0.2655864736370205,0.05,0.2,0.35,0.4
0.44283838866054276,0.265543864071013,0.05,0.15,0.4,0.4
0.4427799101184948,0.26550272636334893,0.05,0.1,0.45,0.4
0.44272548357042557,0.2654630605140287,0.05,0.05,0.5,0.4
0.44267518322313953,0.2654248665230519,0.05,0.0,0.55,0.4
0.4434783430618849,0.26593953863960895,0.05,0.5,0.0,0.45
0.44338953477052073,0.2658871042668475,0.05,0.45,0.05,0.45
0.4433048085367913,0.26583614175242953,0.05,0.4,0.1,0.45
0.4432241036829059,0.2657866510963552,0.05,0.35,0.15,0.45
0.44314738186387853,0.26573863229862454,0.05,0.3,0.2,0.45
0.4430746238088908,0.26569208535923744,0.05,0.25,0.25,0.45
0.4430058274641823,0.265647010278194,0.05,0.2,0.3,0.45
0.44294100719407914,0.26560340705549407,0.05,0.15,0.35,0.45
0.4428801939024168,0.2655612756911378,0.05,0.1,0.4,0.45
0.442823436096749,0.2655206161851252,0.05,0.05,0.45,0.45
0.44277080209407876,0.26548142853745604,0.05,0.0,0.5,0.45
0.44351102976370704,0.26595404501969694,0.05,0.45,0.0,0.5
0.4434237217844828,0.2659020888485867,0.05,0.4,0.05,0.5
0.443340505290678,0.26585160453582013,0.05,0.35,0.1,0.5
0.4432613265493364,0.2658025920813971,0.05,0.3,0.15,0.5
0.44318615423771657,0.2657550514853177,0.05,0.25,0.2,0.5
0.4431149765156888,0.26570898274758187,0.05,0.2,0.25,0.5
0.44304779952960915,0.2656643858681897,0.05,0.15,0.3,0.5
0.4429846470558593,0.26562126084714116,0.05,0.1,0.35,0.5
0.4429255612220587,0.26557960768443617,0.05,0.05,0.4,0.5
0.4428706044589568,0.2655394263800748,0.05,0.0,0.45,0.5
0.4435470397198978,0.2659694717729583,0.05,0.4,0.0,0.55
0.4434612383384952,0.26591799380349945,0.05,0.35,0.05,0.55
0.4433795464686792,0.26586798769238407,0.05,0.3,0.1,0.55
0.44330191732647795,0.26581945343961233,0.05,0.25,0.15,0.55
0.4432283270199444,0.26577239104518424,0.05,0.2,0.2,0.55
0.4431587719629464,0.26572680050909975,0.05,0.15,0.25,0.55
0.4430932678199135,0.2656826818313589,0.05,0.1,0.3,0.55
0.4430318497617259,0.26564003501196154,0.05,0.05,0.35,0.55
