accuracy,accuracy_delta_vs_meta,airport,joint_log_loss,joint_log_loss_delta_vs_meta,multiclass_brier,multiclass_brier_delta_vs_meta,n,role,selected_method
0.7235594713656388,0.0002819383259912156,PBI,0.6084204610890628,0.0017520242571115174,0.38085457792370475,5.8814144913599264e-05,28375,destination,boundary_gated_ensemble
0.804508217574925,0.00025441408436377433,PDX,0.4819645821870404,-4.8205514113053294e-05,0.29144177146155703,-0.0002859305937813472,58959,destination,boundary_gated_ensemble
0.7533578984904314,0.00016208681369733746,PHL,0.5809193471251148,0.002085620230865115,0.35132590341442166,5.36368919973329e-06,92543,destination,boundary_gated_ensemble
0.7960210043635826,0.00014791805339842146,PHX,0.5030773551344461,-0.00027573517840395745,0.3050175218580956,-0.00036534357410866747,175773,destination,boundary_gated_ensemble
0.7682149472013086,-0.0002645948091308803,PIT,0.5439752735430716,0.0019087822123902143,0.33199418076025805,0.00025837364663766627,41573,destination,boundary_gated_ensemble
0.7535365320110836,0.0006562636721598736,PNS,0.5885110694173817,0.00288044665353826,0.3511653736076572,2.2646498846312646e-05,13714,destination,boundary_gated_ensemble
0.8047068538398018,-0.00027525461051480793,PSP,0.48530191971795833,0.0003255158576592754,0.2954690690162922,1.747231126958404e-05,14532,destination,boundary_gated_ensemble
0.74729694092827,0.0002637130801688148,PVD,0.5743687937465617,0.0022374406512885026,0.3543539828235306,-3.7225327580658885e-05,15168,destination,boundary_gated_ensemble
0.7625082136487374,-0.0007509621702807001,PWM,0.5668014685626159,0.004934989211120566,0.3436019028164064,0.0010463581611668271,10653,destination,boundary_gated_ensemble
0.7655996055587005,0.0005113127956026808,RDU,0.5511147380626258,0.0012618094229610577,0.3361148679559606,-0.00013278256707621727,54761,destination,boundary_gated_ensemble
0.744411496350365,0.0005702554744525523,RIC,0.5831272096149701,0.0021198918053447757,0.3580154984288311,0.000312666315141541,17536,destination,boundary_gated_ensemble
0.7940705517007133,0.00019408996069680828,RNO,0.5050281578693565,0.0007741924770927611,0.30491958036317285,0.0001181093410936862,20609,destination,boundary_gated_ensemble
0.7411859783816547,0.00020204061016260155,ROC,0.5967273371200378,0.004068275303498292,0.3656687944624751,0.0006772043336534805,9899,destination,boundary_gated_ensemble
0.7706205349235402,5.9042333353076515e-05,RSW,0.5409110273731234,0.0011641232854712191,0.3300979957346846,-7.458949375110935e-05,33874,destination,boundary_gated_ensemble
0.7531455378761674,-0.00017295053614663214,SAN,0.5629932692768796,2.4889172428488315e-05,0.3503286371948641,-0.00032084058734577203,92512,destination,boundary_gated_ensemble
0.7711269310862512,-9.685699065331566e-05,SAT,0.5335588886715374,0.0010257182434324497,0.3279441809774816,6.350838740848408e-05,41298,destination,boundary_gated_ensemble
0.7515002143163309,0.00021431633090440716,SAV,0.5928662897157886,0.0042203022240533405,0.3562053574203912,0.0003309644618623153,18664,destination,boundary_gated_ensemble
0.7656278148081427,0.0001801477211312852,SDF,0.5669623057743038,0.0017657073746579766,0.3402210457792758,0.0001299721451651914,22204,destination,boundary_gated_ensemble
0.7799921521653828,0.0005989136944714035,SEA,0.5265335349911701,-0.000418960645355515,0.3217654275766585,-0.0005168637956290967,145263,destination,boundary_gated_ensemble
0.7621888563409659,0.0003374077879851889,SFO,0.5437844203992891,-0.0015565792610668927,0.34015660054899016,-0.0014710231950916253,130406,destination,boundary_gated_ensemble
0.8175476670283677,2.2144960914127765e-05,SJC,0.4584611887988099,-0.00011759993553644987,0.2755297531854591,-0.000294760435069652,45157,destination,boundary_gated_ensemble
0.7342683851402577,0.0011080655508252102,SJU,0.5768683486462955,-0.0010007312583082406,0.3687321248043191,-0.0008144338015625419,34294,destination,boundary_gated_ensemble
0.8310485054290865,0.00015721292919124163,SLC,0.4373741519594595,-0.0002705456517392846,0.25980021558542754,-0.00039165404746160926,95412,destination,boundary_gated_ensemble
0.8059836007634127,-8.83579557503511e-05,SMF,0.4728111975529412,9.8934290657271e-05,0.2877737637575318,-0.0001282226548673937,56588,destination,boundary_gated_ensemble
0.8115915020499441,0.0004426015654118709,SNA,0.4908688786665438,0.0003234831657738524,0.2923743079872129,-0.0002694210579745615,42928,destination,boundary_gated_ensemble
0.7919841536077699,0.00038338045718122604,STL,0.5011951596750427,0.0016812465911433816,0.3015677197512643,0.0001349605803506737,62601,destination,boundary_gated_ensemble
0.7251994272857435,-0.0005113520147269623,SYR,0.6225202483464818,0.00516722821574267,0.3818088977206021,0.0012950297332487426,9778,destination,boundary_gated_ensemble
0.7602954923140839,-1.2982966348218383e-05,TPA,0.5471552211347693,0.00043922724464995344,0.33804380662728095,-0.000425512307232756,77024,destination,boundary_gated_ensemble
0.7602998334258745,-0.0001110494169905829,TUL,0.5658722040806711,0.0020820289844755147,0.3432232984694725,0.0002781669821481092,18010,destination,boundary_gated_ensemble
0.7975389251632345,-0.00015067805123059053,TUS,0.5022919986802024,0.0007701321770617886,0.30439032074475264,-0.00012564229439238073,19910,destination,boundary_gated_ensemble
0.7227332457293035,-0.0005256241787122695,TYS,0.6257511450853728,0.004450623674402632,0.385639192667795,0.0009058583310185275,11415,destination,boundary_gated_ensemble
0.7593835446184439,0.0004142845306156495,XNA,0.5801309419142773,0.0032689383604727063,0.3485870452053403,0.00035768127988111686,12069,destination,boundary_gated_ensemble
